Scheme Name	Net Asset Value
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option	17.0699
PGIM India Corporate Bond Fund - Annual Dividend	10.5159
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend	16.1535
PGIM India Corporate Bond Fund - Direct Plan - Growth	48.175
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	15.0134
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	13.3524
PGIM India Corporate Bond Fund - Growth	43.2562
PGIM India Corporate Bond Fund - Monthly Dividend	12.8998
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth	21.588
PGIM India Corporate Bond Fund - Quarterly Dividend	11.7267
PGIM India Premier Bond Fund - Annual Bonus	24.9334
PGIM India Premier Bond Fund - Bonus	15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus	13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus	13.5688
SBI Corporate Bond Fund - Direct Plan - Growth	16.0323
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	15.1329
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	15.5857
SBI Corporate Bond Fund - Regular Plan - Growth	15.5633
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	14.6879
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	15.1215
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	13.0091
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	18.5203
Sundaram Corporate Bond Fund Direct Plan - Growth	41.6253
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	17.7616
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	17.9582
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	19.9311
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	17.9474
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	17.6217
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	16.9467
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	19.3103
Sundaram Corporate Bond Fund Regular Plan- Growth	40.2537
Tata Corporate Bond Fund-Direct Plan-Growth	12.6487
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout	12.6487
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment	12.6487
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout	12.6487
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment	12.6487
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout	12.6487
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment	12.6487
Tata Corporate Bond Fund-Regular Plan-Growth	12.3950
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout	12.3950
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment	12.3950
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout	12.3950
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment	12.3950
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout	12.3950
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment	12.3950
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH	1204.5901
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW	1161.1383
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH	1192.9639
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW	1147.9194
Union Corporate Bond Fund - Direct Plan - Growth Option	15.6809
Union Corporate Bond Fund - Direct Plan - IDCW Option	15.6809
Union Corporate Bond Fund - Regular Plan - Growth Option	15.3322
Union Corporate Bond Fund - Regular Plan - IDCW Option	15.3322
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option	6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option	7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW	1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW	1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW	2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW	1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW	1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW	1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW	13.4617
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW	14.808
UTI Corporate Bond Fund - Direct Plan - Growth Option	16.8009
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW	14.3559
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW	14.6941
UTI Corporate Bond Fund - Regular Plan - Annual IDCW	13.1379
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW	14.48
UTI Corporate Bond Fund - Regular Plan - Growth Option	16.4442
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW	13.8941
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW	14.2992
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW	13.6004
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus	24.4424
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth	24.4433
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW	12.4033
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus	17.7004
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth	22.3109
Axis Credit Risk Fund - Direct Plan - Growth	23.9701
Axis Credit Risk Fund - Direct Plan - Monthly IDCW	10.2134
Axis Credit Risk Fund - Direct Plan - Weekly IDCW	10.2922
Axis Credit Risk Fund - Regular Plan - Growth	21.4377
Axis Credit Risk Fund - Regular Plan - Monthly IDCW	10.2142
Axis Credit Risk Fund - Regular Plan - Weekly IDCW	10.1659
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW	10.4517
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW	10.4295
BANDHAN Credit Risk Fund - Regular Plan Growth	16.4206
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW	10.3616
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW	12.7513
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW	10.6995
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW	10.5192
BANDHAN Credit Risk Fund-Direct Plan-Growth	17.8192
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW	13.0732
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW	10.9093
BANK OF INDIA Credit Risk  Fund - Direct Plan	12.4852
BANK OF INDIA Credit Risk Fund - Regular Plan	12.1878
Baroda BNP Paribas Credit Risk fund - Regular-Quarterly- IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Quarterly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund - Regular-Weekly-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit risk fund -Defunct -Growth option -Seg-Portfolio 2 (erstwhile BBNPP Medium Duration Fund-Defunct Growth Option Seg.Portfolio1)	0.0000
Baroda BNP Paribas Credit Risk fund -Defunct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Defunct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct - Growth option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Growth option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Quarterly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Quarterly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW	14.4079
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW	12.9582
Baroda BNP Paribas Credit Risk fund -Direct-Daily IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-daily-IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option	24.4160
Baroda BNP Paribas Credit Risk fund -Regular -Daily-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Daily-IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Regular -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Regular-Growth -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular Growth Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option	22.1864
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW	11.3562
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW	11.9501
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund-Defunct -Daily IDCW option - seg Portfolio 2 (erstwhile BBNPP Medium Duration fund Defunct Daily IDCW daily option Seg Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1	0.0000
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly	11.2959
DSP Credit Risk Fund - Direct Plan - Growth	54.1693
DSP Credit Risk Fund - Direct Plan - IDCW	11.999
DSP Credit Risk Fund - Direct Plan - IDCW - Daily	11.1241
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly 	11.7467
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly	11.1293
DSP Credit Risk Fund - Regular Plan - IDCW	11.9279
DSP Credit Risk Fund - Regular Plan - IDCW - Daily	11.1229
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly	11.3592
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly 	11.6076
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly	11.1283
DSP Credit Risk Fund - Regular Plan -Growth	49.6389
Franklin India Credit Risk Fund - Direct - Growth	25.5650
Franklin India Credit Risk Fund - Direct - IDCW 	14.0105
Franklin India Credit Risk Fund - Growth	25.3348
Franklin India Credit Risk Fund - IDCW 	13.5858
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan	0.0000
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW	0.0000
HDFC Credit Risk Debt Fund - Growth Option	24.0659
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan	25.9983
HDFC Credit Risk Debt Fund - IDCW Option	22.1607
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan	22.7902
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan	10.8828
HDFC Credit Risk Debt Fund - Quarterly IDCW Option	10.5362
HSBC Credit Risk Fund - Direct Annual IDCW	13.8038
HSBC Credit Risk Fund - Direct Growth	35.015
HSBC Credit Risk Fund - Direct IDCW	12.4981
HSBC Credit Risk Fund - Regular Annual IDCW	12.7752
HSBC Credit Risk Fund - Regular Growth	32.3016
HSBC Credit Risk Fund - Regular IDCW	11.4875
HSBC Credit Risk Fund- Regular Plan - Bonus	31.7908
ICICI Prudential Credit Risk Fund - Annual IDCW	10.3035
ICICI Prudential Credit Risk Fund - Bonus	15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW	10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth	35.0598
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW	10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW	11.9803
ICICI Prudential Credit Risk Fund - Direct Plan Bonus	14.6853
ICICI Prudential Credit Risk Fund - Growth	31.8200
ICICI Prudential Credit Risk Fund - Half Yearly IDCW	10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW	11.2949
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	2166.5409
Invesco India Credit Risk Fund - Direct Plan - Growth	2150.4885
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1178.93
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment)	1931.9741
Invesco India Credit Risk Fund - Regular Plan - Growth	1932.5748
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1419.3229
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option	24.8912
Kotak Credit Risk Fund - Growth	29.467
Kotak Credit Risk Fund - Growth - Direct	33.1399
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option	12.8148
Nippon India Credit Risk Fund  - Growth Plan	34.9954
Nippon India Credit Risk Fund  - Institutional Growth Plan	36.5328
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
Nippon India Credit Risk Fund - Direct Plan - Growth Plan	38.5029
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option	20.8464
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option	13.5618
NIPPON INDIA CREDIT RISK FUND - IDCW Option	19.1959
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option	12.9789
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan	0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan	0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan	0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.2405
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan	0.0000
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	15.6362
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	22.9314
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH	49.2768
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	15.1052
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH	45.6384
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	20.6324
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option	0
